Temp,Current,Date,lot_id,NG
67.0864964282445,1.519,2021-09-06,Lot0,0
74.87710395778115,1.748,2021-09-06,Lot0,0
76.01353466824737,1.712,2021-09-06,Lot0,0
74.00784572726687,1.695,2021-09-06,Lot0,0
73.11937724252256,1.722,2021-09-06,Lot0,0
73.12181233844662,1.676,2021-09-06,Lot0,0
72.06197573575812,1.656,2021-09-06,Lot0,0
72.0864964282445,1.656,2021-09-06,Lot0,0
74.25677527359753,1.631,2021-09-06,Lot0,0
69.01093857044455,1.632,2021-09-06,Lot0,0
75.58643440551927,1.736,2021-09-06,Lot0,0
69.19333628680197,1.681,2021-09-06,Lot0,0
69.3394548018018,1.567,2021-09-06,Lot0,0
71.49933688835523,1.636,2021-09-06,Lot0,0
72.81608582210924,1.57,2021-09-06,Lot0,0
68.08489761472396,1.618,2021-09-06,Lot0,0
70.47081535284565,1.649,2021-09-06,Lot0,0
69.84317473479867,1.541,2021-09-06,Lot0,0
72.18546553761685,1.595,2021-09-06,Lot0,0
71.55671042933152,1.581,2021-09-06,Lot0,0
71.93957562396797,1.634,2021-09-06,Lot0,0
72.28386418628695,1.562,2021-09-06,Lot0,0
66.08489761472396,1.62,2021-09-06,Lot0,0
77.1776601448583,1.702,2021-09-06,Lot0,0
75.13914228339809,1.517,2021-09-06,Lot0,0
70.0864964282445,1.565,2021-09-06,Lot0,0
70.25677527359753,1.631,2021-09-06,Lot0,0
68.04198315231801,1.586,2021-09-06,Lot0,0
69.31247367223635,1.59,2021-09-06,Lot0,0
68.53366359223965,1.54,2021-09-06,Lot0,0
69.74042366970423,1.569,2021-09-06,Lot0,0
78.11313791304575,1.7296474657606205,2021-09-06,Lot0,0
71.47249049518311,1.579,2021-09-06,Lot0,0
66.00784572726687,1.586,2021-09-06,Lot0,0
76.66042141558682,1.527,2021-09-06,Lot0,0
68.11937724252256,1.618,2021-09-06,Lot0,0
67.06197573575812,1.542,2021-09-06,Lot0,0
69.0864964282445,1.519,2021-09-06,Lot0,0
66.25677527359753,1.518,2021-09-06,Lot0,0
67.04198315231801,1.564,2021-09-06,Lot0,0
67.31247367223635,1.499,2021-09-06,Lot0,0
64.53366359223965,1.517,2021-09-06,Lot0,0
64.74042366970423,1.524,2021-09-06,Lot0,0
67.04518510357609,1.46,2021-09-06,Lot0,0
67.47249049518311,1.465,2021-09-06,Lot0,0
67.12181233844662,1.494,2021-09-06,Lot0,0
72.06197573575812,1.633,2021-09-06,Lot0,0
66.47081535284565,1.629,2021-09-06,Lot0,0
68.18546553761685,1.504,2021-09-06,Lot0,0
70.49933688835523,1.591,2021-09-06,Lot0,0
69.81608582210924,1.57,2021-09-06,Lot0,0
68.01093857044455,1.596,2021-09-06,Lot0,0
68.19333628680197,1.581,2021-09-06,Lot0,0
70.28386418628695,1.539,2021-09-06,Lot0,0
69.3394548018018,1.543,2021-09-06,Lot0,0
71.49933688835523,1.591,2021-09-06,Lot0,0
68.81608582210924,1.569,2021-09-06,Lot0,0
66.08489761472396,1.619,2021-09-06,Lot0,0
69.3394548018018,1.634,2021-09-06,Lot0,0
73.26654843400905,1.691831970063361,2021-09-06,Lot0,0
70.18546553761685,1.527,2021-09-06,Lot0,0
67.55671042933152,1.535,2021-09-06,Lot0,0
70.93957562396797,1.589,2021-09-06,Lot0,0
64.08489761472396,1.529,2021-09-06,Lot0,0
66.47081535284565,1.606,2021-09-06,Lot0,0
64.84317473479867,1.45,2021-09-06,Lot0,0
68.18546553761685,1.504,2021-09-06,Lot0,0
67.55671042933152,1.468,2021-09-06,Lot0,0
67.93957562396797,1.543,2021-09-06,Lot0,0
67.84317473479867,1.496,2021-09-06,Lot0,0
68.84317473479867,1.496,2021-09-06,Lot0,0
70.28386418628695,1.585,2021-09-06,Lot0,0
70.01093857044455,1.673,2021-09-06,Lot0,0
69.55671042933152,1.558,2021-09-06,Lot0,0
68.93957562396797,1.543,2021-09-06,Lot0,0
65.04198315231801,1.575,2021-09-06,Lot0,0
65.31247367223635,1.561,2021-09-06,Lot0,0
65.53366359223965,1.472,2021-09-06,Lot0,0
65.74042366970423,1.478,2021-09-06,Lot0,0
68.04518510357609,1.483,2021-09-06,Lot0,0
67.47249049518311,1.487,2021-09-06,Lot0,0
75.13914228339809,1.54,2021-09-06,Lot0,0
72.19333628680197,1.691,2021-09-06,Lot0,0
74.66042141558682,1.527,2021-09-06,Lot0,0
75.58643440551927,1.69,2021-09-06,Lot0,0
77.87710395778115,1.68,2021-09-06,Lot0,0
76.01353466824737,1.711,2021-09-06,Lot0,0
73.20403500015834,1.763,2021-09-06,Lot0,0
74.87178422074807,1.721,2021-09-06,Lot0,0
73.49957940787253,1.658,2021-09-06,Lot0,0
74.86391347156295,1.696,2021-09-06,Lot0,0
73.9081485396546,1.664,2021-09-06,Lot0,0
74.66209655792429,1.695,2021-09-06,Lot0,0
74.1776601448583,1.701,2021-09-06,Lot0,0
69.12181233844662,1.63,2021-09-06,Lot0,0
72.11937724252256,1.714,2021-09-06,Lot0,0
72.00784572726687,1.719,2021-09-06,Lot0,0
70.86391347156295,1.582,2021-09-06,Lot0,0
73.9081485396546,1.642,2021-09-06,Lot0,0
70.66209655792429,1.604,2021-09-06,Lot0,0
71.04198315231801,1.673,2021-09-06,Lot0,0
70.31247367223635,1.6,2021-09-06,Lot0,0
70.53366359223965,1.609,2021-09-06,Lot0,0
69.74042366970423,1.592,2021-09-06,Lot0,0
72.04518510357609,1.597,2021-09-06,Lot0,0
70.47249049518311,1.579,2021-09-06,Lot0,0
72.49957940787253,1.566,2021-09-06,Lot0,0
68.13914228339809,1.631,2021-09-06,Lot0,0
68.1776601448583,1.542,2021-09-06,Lot0,0
69.58643440551927,1.577,2021-09-06,Lot0,0
80.12888943715086,1.7693760817023096,2021-09-06,Lot0,0
70.01353466824737,1.575,2021-09-06,Lot0,0
66.20403500015834,1.582,2021-09-06,Lot0,0
67.87178422074807,1.585,2021-09-06,Lot0,0
68.49957940787253,1.498,2021-09-06,Lot0,0
66.86391347156295,1.536,2021-09-06,Lot0,0
68.9081485396546,1.551,2021-09-06,Lot0,0
69.66042141558682,1.595,2021-09-06,Lot0,0
65.66209655792429,1.513,2021-09-06,Lot0,0
69.87178422074807,1.645,2021-09-06,Lot0,0
72.66209655792429,1.672,2021-09-06,Lot0,0
69.18546553761685,1.527,2021-09-06,Lot0,0
70.55671042933152,1.581,2021-09-06,Lot0,0
68.93957562396797,1.566,2021-09-06,Lot0,0
66.08489761472396,1.597,2021-09-06,Lot0,0
65.47081535284565,1.56,2021-09-06,Lot0,0
67.84317473479867,1.495,2021-09-06,Lot0,0
65.18546553761685,1.481,2021-09-06,Lot0,0
68.55671042933152,1.535,2021-09-06,Lot0,0
67.93957562396797,1.475,2021-09-06,Lot0,0
69.20403500015834,1.696,2021-09-06,Lot0,0
74.04198315231801,1.552,2021-09-06,Lot0,0
74.53366359223965,1.676,2021-09-06,Lot0,0
75.74042366970423,1.682,2021-09-06,Lot0,0
76.04518510357609,1.687,2021-09-06,Lot0,0
74.47249049518311,1.715,2021-09-06,Lot0,0
74.20403500015834,1.722,2021-09-06,Lot0,0
72.87178422074807,1.686,2021-09-06,Lot0,0
72.49957940787253,1.68,2021-09-06,Lot0,0
